reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name,cleaned_content,review_length,issue_type,is_fake
45c6c69b-7044-4787-8e29-1e356b3d3d78,Ana Vazquez Perez,https://play-lh.googleusercontent.com/a/ACg8ocIPJbRt5fpdx25zeSc7bn3K03Dui0tfVCnCTwA0zQe1AUIi7A=mo,easy way to send and receive money.,5,0,,2025-10-06 13:40:55,,,,PayPal,easy way to send and receive money.,35,Positive,False
8c402e0b-f5a4-4345-a87f-21fae9423ed9,Cullen Huffhines,https://play-lh.googleusercontent.com/a/ACg8ocKblUBJ6N7Ei4kFbfukc-7vNzJsewfhtfBrSqtYkUidcc6FBQ=mo,can't figure out why you can add money no charge but cost $2 if you use the same card to cover the transaction ?? easy to miss if you are used to free transfer but are short on transaction and just select bank card if balance low. generally fine but not heavy user and can be costly if you are not carefully reading each option and find the free way to do it.,3,0,8.93.1,2025-10-06 13:38:35,,,8.93.1,PayPal,cant figure out why you can add money no charge but cost 2 if you use the same card to cover the transaction ?? easy to miss if you are used to free transfer but are short on transaction and just select bank card if balance low. generally fine but not heavy user and can be costly if you are not carefully reading each option and find the free way to do it.,357,Positive,False
a6d067f9-d6c2-4a47-8160-27983b442c22,Shahriar Sadik,https://play-lh.googleusercontent.com/a/ACg8ocIX3t85nYeqaQpqPd2lFDb8LeyxDykn0uRbRfDjlwwPF749zA=mo,Please Add Bangladesh... very need this app in Bangladesh,5,0,8.93.1,2025-10-06 13:19:49,,,8.93.1,PayPal,Please Add Bangladesh... very need this app in Bangladesh,57,Positive,False
e620df71-e0de-4f90-85b0-4f8d530a0a8d,Nadircatt,https://play-lh.googleusercontent.com/a-/ALV-UjXZ1kyKXzBQRgKKzLl4Urv6MeRBwPAzwg12XBgA_lMPaY-q7pJd,"too restrictive, put me on a $100 a month limit, and didn't even let me KNOW that that would happen. This service does not care about its customers.",1,0,,2025-10-06 12:49:07,,,,PayPal,"too restrictive, put me on a 100 a month limit, and didnt even let me KNOW that that would happen. This service does not care about its customers.",146,Positive,False
db96b00a-c9ce-433e-adb2-7a11760ccff0,Stephanie Darosett,https://play-lh.googleusercontent.com/a-/ALV-UjUbtRuCYUsfEntPZQK0Q3btZhqnmpbdo3u0TLHaL47r7CVgqxaU,"love cash back, crypto, tracking packages, offers & discounts. Easy transactions & Transfers",5,0,,2025-10-06 12:44:23,,,,PayPal,"love cash back, crypto, tracking packages, offers discounts. Easy transactions Transfers",88,Positive,False
4916a9e1-253f-4719-b6d4-5cc5d2828fef,ian fraser,https://play-lh.googleusercontent.com/a-/ALV-UjVg1AApZh9k_bQEB1gnok6VcK1XUtO7gi_-k1THVrWUBiLy6mmD,always been a good way for paying no hassle straight forward easy to use,5,0,,2025-10-06 12:13:04,,,,PayPal,always been a good way for paying no hassle straight forward easy to use,72,Positive,False
20ea3dae-171e-431c-b410-5afa70b76cfe,John Thomason,https://play-lh.googleusercontent.com/a-/ALV-UjXSAtuFjLNLDtVcjf80imUZqSxECLNSehH7wWHqlLLhdlS8cwM,I've been trying to create another account so I can use pay pal but it won't let me. I lost my card and they won't close out my outher account so I can start a new one that's messed up !,1,0,,2025-10-06 11:34:20,,,,PayPal,Ive been trying to create another account so I can use pay pal but it wont let me. I lost my card and they wont close out my outher account so I can start a new one thats messed up !,182,Positive,False
707f6b28-4329-47f8-bfbb-637516832aac,SAID ALI YAHIYA,https://play-lh.googleusercontent.com/a-/ALV-UjWSrzVY3V81bBz-lnslDkqUEYnp0zlRTkGnDhv4IN-UgjxKkEMS,easy to use good service help desk,5,0,,2025-10-06 11:20:27,,,,PayPal,easy to use good service help desk,34,Positive,False
d171d7f3-25c7-4c43-8b01-d783821d4cad,ERIC MOGENT,https://play-lh.googleusercontent.com/a-/ALV-UjVCdnq45lsjPIZHoj5Oi9pyk766e3VzWpieQDlbJmTk94wuajGt,"I don't know what is going on with this app. I'm trying to pay my PayPal credit & it keeps crashing when I try to open the account. if I use my web browser on my PC it works great but through the app, no way.",2,9,8.93.1,2025-10-06 11:13:34,"We're sorry to hear about your recent experience, but we'd love to see if there's something we can do to turn your situation around. Please contact our customer service at https://bit.ly/ContactPayPal. -Lisa",2023-05-20 16:10:43,8.93.1,PayPal,"I dont know what is going on with this app. Im trying to pay my PayPal credit it keeps crashing when I try to open the account. if I use my web browser on my PC it works great but through the app, no way.",204,Usability,False
29c17a4f-894b-43fa-a1c9-23d218392413,alan willoughby,https://play-lh.googleusercontent.com/a-/ALV-UjUr2dPRDMKdPeAI_le4gYe9Qd4xY8aOCznuzYX2aaBAuZ8QE0Q,after update can't get in keeps sending back to update,1,0,8.93.1,2025-10-06 10:42:39,,,8.93.1,PayPal,after update cant get in keeps sending back to update,53,Positive,False
cda17c62-5d17-4772-a1b0-880f74ed1194,Ratna Oktaviani,https://play-lh.googleusercontent.com/a-/ALV-UjUjXnlEu9GXb-rwaBDxYKtt13jjfed1A27HNtbtnuUdkZHQjOg,"Istg,this application not recommended. If you still love ur money don't use this one and be careful. And if my money still not get return,I will back again to give 1 star. Okay this application sucks, DO NOT INSTAL AND USE THIS APPLICATION OR YOU WILL GOT SCAM AND ROBBED.",2,0,8.90.1,2025-10-06 10:21:29,,,8.90.1,PayPal,"Istg,this application not recommended. If you still love ur money dont use this one and be careful. And if my money still not get return,I will back again to give 1 star. Okay this application sucks, DO NOT INSTAL AND USE THIS APPLICATION OR YOU WILL GOT SCAM AND ROBBED.",271,Positive,False
7db0f5d9-baad-441b-95a4-da0fbef94666,Iykomo Dedon,https://play-lh.googleusercontent.com/a-/ALV-UjUC3FfrLmMIdQ-JmZ18qAwSGQbmHVNtsur3UIRlgSZnOwGsFpRp,"By not accepting Nigeria currency is out of it, i can't use PayPal without a dollar account.",1,0,8.88.0,2025-10-06 10:19:00,,,8.88.0,PayPal,"By not accepting Nigeria currency is out of it, i cant use PayPal without a dollar account.",91,Positive,False
c5f2dc05-2eab-4386-aa99-c8c2f813b165,John Rixon,https://play-lh.googleusercontent.com/a/ACg8ocJI4Do9jmxK8ljTmZgjXno9e0qQyCzEZ6N6R_PtdvtcNWKlJg=mo,"it seems to have got stuck in some kind of infinity loop telling me to update the app which Ive done, then when I try to open it it informs me again to update. frustrating.",1,0,8.93.1,2025-10-06 09:35:36,,,8.93.1,PayPal,"it seems to have got stuck in some kind of infinity loop telling me to update the app which Ive done, then when I try to open it it informs me again to update. frustrating.",172,Positive,False
5f115dba-22ad-45f3-adeb-cbd88e7065d9,Laura Pearce,https://play-lh.googleusercontent.com/a-/ALV-UjUbAjo3U0fvIa4wjE6Rgsdls8sOJt516rJm0810wvAuCg5YyBHl,"easy to set up, confusing to continue with as unspecific instructions issued.",2,0,8.93.1,2025-10-06 09:21:25,,,8.93.1,PayPal,"easy to set up, confusing to continue with as unspecific instructions issued.",77,Positive,False
fee31bf6-4af1-4d14-a4d0-624de96f5ea9,Kelly Graham,https://play-lh.googleusercontent.com/a/ACg8ocIFnFxtZ-5_ewLAawfBu5APB4NZpNNhifALmDRHDF6ndI3wfw=mo,they blocked me cause I'm old a ND couldn't figure out the login process¡!!,1,0,8.93.1,2025-10-06 09:11:02,,,8.93.1,PayPal,they blocked me cause Im old a ND couldnt figure out the login process!!,72,Usability,False
d10bd9dd-a318-4817-aa90-60bd59ff706b,Hamid Sahlaoui,https://play-lh.googleusercontent.com/a-/ALV-UjW2eD1cAdCaupf-gFqaaxOW2Rk1wRL34xKGk7dt-_o-jhd5Pao,they are bed servic they keep my money in hold after 4 months and I can't take them yet,1,0,8.92.1,2025-10-06 08:49:30,,,8.92.1,PayPal,they are bed servic they keep my money in hold after 4 months and I cant take them yet,86,Positive,False
bd5ffb4a-4ca4-4848-832b-4292c46ec841,Spencer Olson,https://play-lh.googleusercontent.com/a/ACg8ocKPmEnl_avv-xZwL7rdanco829n15y_GtL4097O3XwLqELTHQ=mo,would love to have your service back,5,0,,2025-10-06 08:04:30,,,,PayPal,would love to have your service back,36,Positive,False
a5f1cb9f-9a03-4bba-be69-612113d332c0,Sunil Ranabhat,https://play-lh.googleusercontent.com/a-/ALV-UjXCqIu5Zo1XU_lneSSmzx1JKHRg9EROdTNiryIuIGgN_bPAW34,"nice but take a huge fee , compare to other wallets",4,0,,2025-10-06 07:52:25,,,,PayPal,"nice but take a huge fee , compare to other wallets",51,Positive,False
445d86ee-b17f-4b8f-adfc-7325f96d62b3,John Masoeu,https://play-lh.googleusercontent.com/a/ACg8ocJpC3g6lWV_c2lFff6hWDcuz950xFSpCpeYDNFITi0HcrS2nA=mo,I don't know how to withdraw,5,0,8.93.1,2025-10-06 07:34:14,,,8.93.1,PayPal,I dont know how to withdraw,27,Positive,False
605ddc10-a33a-4fb8-8281-de492b6f702b,Songa Ramdhev,https://play-lh.googleusercontent.com/a-/ALV-UjWtmZmPY8khFFSKYXAOPNrxqtExDvPDrWvFDeSd5c3XXF4aT1M,super Mario 3D World,5,0,,2025-10-06 07:10:52,,,,PayPal,super Mario 3D World,20,Positive,False
eec05c5d-647d-4460-8b41-19a25ee4932e,Edore Blessing,https://play-lh.googleusercontent.com/a-/ALV-UjUkNNMvdc8-iICZw2N4bySOL-LCElQaD-fe116fU1PD4IFNhLI,it's very good to use and is more faster than the other money apps,3,0,8.93.1,2025-10-06 07:07:40,,,8.93.1,PayPal,its very good to use and is more faster than the other money apps,65,Positive,False
4e55bf3d-42ae-4d92-b035-fa50e76d5e7a,Tammy Bennett,https://play-lh.googleusercontent.com/a-/ALV-UjXxq7sP__kn3hJMjzLielmLvSX3JEl13c0_sN1RKRcMJLgKgqP03A,Kicked out for no reason.,1,0,8.93.1,2025-10-06 06:58:55,,,8.93.1,PayPal,Kicked out for no reason.,25,Positive,False
05247875-d50f-4547-b5c1-6c8145dce216,Ayanda Ngwenya,https://play-lh.googleusercontent.com/a/ACg8ocLJ2VhKxfuEfDrT1SQBlp8GVkTk9kapPK5rUpiPlVEeipVhAA=mo,"it asks me to sign in ,one i reach the part where i should verify that my phone number is correct and valid it's gets stuck there and I have tried so many of my numbers , please help",1,0,8.93.1,2025-10-06 06:43:56,,,8.93.1,PayPal,"it asks me to sign in ,one i reach the part where i should verify that my phone number is correct and valid its gets stuck there and I have tried so many of my numbers , please help",181,Positive,False
ffef343b-40df-43f4-b089-80a67a4a0102,James Morelos,https://play-lh.googleusercontent.com/a-/ALV-UjXfYH1MFJ7POeaMe3sNvqPSHlp9fyQavDyWP4pNlI2ErYjY0Xs,my payroll money is on hold,1,0,8.93.1,2025-10-06 05:44:00,,,8.93.1,PayPal,my payroll money is on hold,27,Positive,False
3803f5d3-8dbc-4346-9cff-a4d069e4edc6,jacob archuletta,https://play-lh.googleusercontent.com/a/ACg8ocKDy-HDX7mtgZ_8xDoIVf6X86WJUzyzI5lFR-iKMgENQQ4CPA=mo,love it makes life easy,5,0,8.93.1,2025-10-06 04:38:04,,,8.93.1,PayPal,love it makes life easy,23,Positive,False
3b64ae2e-ec4f-4fc2-b1fc-a9f30e8ab70e,Suzy Cumber,https://play-lh.googleusercontent.com/a-/ALV-UjUAOhKqKLawNZU-SLn5OBokdCuxv-ncYp_TQluuD7UNyHAAwmdK,So far it's been a good app. I just started using it so I don't have a lot to say about it. I can load money on it. I can download money using my banking app. I haven't made a purchase with it yet. I will soon now that it's active and I know it works.,4,0,8.93.1,2025-10-06 04:21:54,,,8.93.1,PayPal,So far its been a good app. I just started using it so I dont have a lot to say about it. I can load money on it. I can download money using my banking app. I havent made a purchase with it yet. I will soon now that its active and I know it works.,247,Positive,False
ca3ae40e-7432-4a0f-83bc-b7425badc362,Seerat Kaur,https://play-lh.googleusercontent.com/a-/ALV-UjVGsKhLJAwqUAZUfCZpVkxgGKonZROhvtHt1Y_7YhjGvtWEbWA,Choose this app only when you have no other option. Because they keep your hard-earned money on HOLD. God knows for how long.,1,0,,2025-10-06 03:44:26,,,,PayPal,Choose this app only when you have no other option. Because they keep your hardearned money on HOLD. God knows for how long.,124,Positive,False
79d18b01-eabb-409d-9a9f-89ad3f9ebf53,Teresa Lees,https://play-lh.googleusercontent.com/a-/ALV-UjX22ZxwD9y1URxAoRvHdBN-gXpV3h0dUzdCUwoBYlEXWK_dXRI,"They have some bug going on. so I suggest refund your money to sender, so that pay pal can't hold on to it. and ask sender to send you money some other way. they are probably about to go down, so they trying to hold on to as much bits and pieces as possible. Just my guess.",1,0,8.93.1,2025-10-06 03:37:26,,,8.93.1,PayPal,"They have some bug going on. so I suggest refund your money to sender, so that pay pal cant hold on to it. and ask sender to send you money some other way. they are probably about to go down, so they trying to hold on to as much bits and pieces as possible. Just my guess.",272,Positive,False
f1bb1e55-70eb-4c09-8768-465f3d0d8694,Gerald Chennault,https://play-lh.googleusercontent.com/a-/ALV-UjUOfi5Tkb_Vvs6iNcEqHG7PgEt3t5Kmc6q5ES9u3EvywUt08kcg,Quick and reliable very professional and frie,5,0,8.93.1,2025-10-06 02:57:13,,,8.93.1,PayPal,Quick and reliable very professional and frie,45,Usability,False
caf81cf1-ca03-40f9-abc2-819bf45ee065,Shan A,https://play-lh.googleusercontent.com/a-/ALV-UjXHICBUn_PHDZGedbltb5ZGb9Uw3Y3jTIcJ539rGiT4Q7utOmo,I'm happy for the most part except for the fact that I can't stop a payment if I send it to the wrong account,3,0,,2025-10-06 02:43:08,,,,PayPal,Im happy for the most part except for the fact that I cant stop a payment if I send it to the wrong account,107,Positive,False
e8db7eef-8db1-4e16-89f6-e0d9a6ec1bae,Timothy Hoffman,https://play-lh.googleusercontent.com/a-/ALV-UjVagO5KDOYVsfMDJzs74Wx84wOr9fN_OEsgMNcnZDs_t3gU0a0,easy to use- fast - and accurate.,5,0,8.93.1,2025-10-06 02:17:14,,,8.93.1,PayPal,easy to use fast and accurate.,30,Positive,False
33c22110-e4b7-4f41-8553-466ac0aaeb09,Irfan Fitri,https://play-lh.googleusercontent.com/a/ACg8ocJKab3C-ptzXk4ltaHBMpBYADNwifKGrENzoiMLRieQ4eMJMw=mo,"A secure and universally accepted way to pay online. PayPal gives me peace of mind when shopping on new websites, and sending money to friends and family is a breeze. The app is well-designed and makes managing my transactions simple and straightforward.",5,0,,2025-10-06 02:01:56,,,,PayPal,"A secure and universally accepted way to pay online. PayPal gives me peace of mind when shopping on new websites, and sending money to friends and family is a breeze. The app is welldesigned and makes managing my transactions simple and straightforward.",253,Positive,False
a70c7c91-b0ee-4f45-bee1-bedb549db2b5,Jesse Boothe,https://play-lh.googleusercontent.com/a-/ALV-UjWj6ZtCAlOIFl4oviYDZoDFxuemcMWIr4Yh7A-sAyCNYxrZtCQ,easy to use nice way to send money 💰,5,0,,2025-10-06 02:01:01,,,,PayPal,easy to use nice way to send money,34,Positive,False
5a7a3d73-6e1a-4235-a13b-c206f4fc5588,Josh Smith,https://play-lh.googleusercontent.com/a/ACg8ocKm0F3BC4ov23hg5Io_W2lLkzCYOL6-m411a6MLv0F1VteK7A=mo,"the app is a terrible mess, upon trying to login it wants to verify my account by sending an email to an account on my profile fine, IF IT ACTUALLY LET YOU DO IT once you click off the app to get the code it RESTARTS THE PROCESS ENDLESSLY LOOPING YOU!!!.. the app cannot be opened in multi widow EITHER .... DON'T USE",2,0,8.93.1,2025-10-06 01:58:17,,,8.93.1,PayPal,"the app is a terrible mess, upon trying to login it wants to verify my account by sending an email to an account on my profile fine, IF IT ACTUALLY LET YOU DO IT once you click off the app to get the code it RESTARTS THE PROCESS ENDLESSLY LOOPING YOU!!!.. the app cannot be opened in multi widow EITHER .... DONT USE",316,Usability,False
8625cd20-7153-4978-9e12-d30c04fb3af5,Carizol Herosha,https://play-lh.googleusercontent.com/a-/ALV-UjU_UOJUy0izqq8y8xGCxAVI01XJwBYOK3mroDgNkENSkREbug4d,"This payment processor is the worst don't use it, now you may be asking ""why?"" well is because I just wanted to send transaction of my money, to the United States to a person that I know so that they can buy something for me, but couldn't take the money because it was paused for some reason and they can't spend that money for me, and guess what after I resolve this issue, I'm uninstalling app forever, & probably I will be deleting this app and my account forever.",5,0,8.93.1,2025-10-06 01:44:11,,,8.93.1,PayPal,"This payment processor is the worst dont use it, now you may be asking why? well is because I just wanted to send transaction of my money, to the United States to a person that I know so that they can buy something for me, but couldnt take the money because it was paused for some reason and they cant spend that money for me, and guess what after I resolve this issue, Im uninstalling app forever, probably I will be deleting this app and my account forever.",459,Positive,False
d050239f-da5f-4aa2-89aa-d132b0a16fb4,tom b,https://play-lh.googleusercontent.com/a/ACg8ocLAKVqNARSUMzFEP1d7Mgf_Wj1w56g3t0xxkVD1I85f221CoHk=mo,"PayPal is a must have app, thanks for it. ❤️❤️❤️",5,0,8.93.1,2025-10-05 23:22:48,,,8.93.1,PayPal,"PayPal is a must have app, thanks for it.",41,Positive,False
ba8de059-18a3-48c6-96d4-f47fe7aefc45,Tshifhiwa Mudau,https://play-lh.googleusercontent.com/a-/ALV-UjURivuqvx9V53S4y6BCIUOBuHQQApa93WTqtVhdXisug1j4dFSj,I used PayPal was hacked since then when I try to login it's set Authenticator I tried everything and get no help when I try login with sms sometimes it give me otp sometimes not 🚫,1,0,8.90.1,2025-10-05 23:13:41,,,8.90.1,PayPal,I used PayPal was hacked since then when I try to login its set Authenticator I tried everything and get no help when I try login with sms sometimes it give me otp sometimes not,177,Fraud,False
775dc037-5448-47de-a1a7-59119afe272b,ryjen encarquez,https://play-lh.googleusercontent.com/a-/ALV-UjUIvtPeielNVnGujdog5k8RiBEHdoS9VHCVGd17Cxw70cv9STc,this up is not recommended for those fast transaction and also have High fee for transaction your transaction will take mounts lol and that is for waiting only to receive you money plus one mount when you cash out lol 2 mounts in total before your can use.,1,0,,2025-10-05 23:07:57,,,,PayPal,this up is not recommended for those fast transaction and also have High fee for transaction your transaction will take mounts lol and that is for waiting only to receive you money plus one mount when you cash out lol 2 mounts in total before your can use.,256,Positive,False
7b162cba-0358-4a55-9cb8-ab8afd621972,Argenis G. Aguilar,https://play-lh.googleusercontent.com/a-/ALV-UjWPnFldAxc-e7A-WJdJXtz-oaYkUssj8BWTe8EtoGDYHdUPVn-8,let me take screenshots!!!,1,0,8.93.1,2025-10-05 22:47:30,,,8.93.1,PayPal,let me take screenshots!!!,26,Positive,False
61aed097-d2f2-4073-b7af-48fd888413a4,Omar H,https://play-lh.googleusercontent.com/a-/ALV-UjXAaT-XnueTmkfZWTnXE_c-NUNQDRrrB8dmYQctcVkIFvi92jgmcA,Exceptional experience i enjoyed.,5,0,8.93.1,2025-10-05 22:19:15,,,8.93.1,PayPal,Exceptional experience i enjoyed.,33,Positive,False
2bb6271f-4cda-46f2-99c2-a73e59c22d95,Nick Raymond,https://play-lh.googleusercontent.com/a-/ALV-UjVs7k9zN30dBz28B7RNp0eG5l4ZCfJH3zz33Q5fjkcYIqgILWs,"just updated and now app doesn't work. stuck on the screen that says ""get the latest PayPal app"" even though I've now done this. will give 5 * when fixed",1,0,8.93.1,2025-10-05 22:12:01,,,8.93.1,PayPal,just updated and now app doesnt work. stuck on the screen that says get the latest PayPal app even though Ive now done this. will give 5 when fixed,147,Positive,False
daecb2fc-b44a-4f15-874e-9ebfb1b76083,Christine Aguillon,https://play-lh.googleusercontent.com/a/ACg8ocJ4fzZeXlsIoqaOcoiLu98MrilnzntCpci_PnzV0j8o-IjEsA=mo,"I always use PayPal when I need to pay for something online. Love the guarantee, they follow through when there are any issues.",5,0,,2025-10-05 22:06:45,,,,PayPal,"I always use PayPal when I need to pay for something online. Love the guarantee, they follow through when there are any issues.",127,Positive,False
b3f605cc-88a2-4c37-8200-18204c2b3dba,Brandon Tyler crowcher,https://play-lh.googleusercontent.com/a/ACg8ocISU7SzZtdx3gtu5gt86OTSTScvscWmudauGpeCK-aS_tkbrw=mo,always support scammer and never help people out thay need it,1,0,8.93.1,2025-10-05 21:51:06,,,8.93.1,PayPal,always support scammer and never help people out thay need it,61,Positive,False
1b327e5c-525b-4af0-bb31-c0e36205ab0c,Nima,https://play-lh.googleusercontent.com/a-/ALV-UjVf8GtR4YzQCuA7iOWUs5ftZAErqLw5hrKriOqMu1jwLkfcTg8H,sais update but there is no update! complicated to use in general,1,0,8.93.1,2025-10-05 21:27:18,,,8.93.1,PayPal,sais update but there is no update! complicated to use in general,65,Positive,False
628a39b3-4f7b-4cd1-a462-77a65fb1cf0b,malcolm burn,https://play-lh.googleusercontent.com/a-/ALV-UjU33cOwHZ6vfpos1ONp_gs3NI6kst-YtWuQDuUs_ttX6yn8L8ZV,easy and good to use,5,0,8.93.1,2025-10-05 21:01:24,,,8.93.1,PayPal,easy and good to use,20,Positive,False
c550e99c-fc78-4617-9516-e47eed4c6f59,Brian Shipman,https://play-lh.googleusercontent.com/a/ACg8ocLsqb6njglaC-7mu2QuQwrJ-qb2LzjMH4YF02C4KA_q6O39YQ=mo,Brian Shipman and Hunter wrinkle and Chrissy Garcia pomegranate Paul brother Holmes over it,5,0,8.93.1,2025-10-05 20:40:46,,,8.93.1,PayPal,Brian Shipman and Hunter wrinkle and Chrissy Garcia pomegranate Paul brother Holmes over it,91,Positive,False
aac1e094-9543-48c6-a633-51882eb04e59,James Marine,https://play-lh.googleusercontent.com/a/ACg8ocLnY2uGiLZCBTrrrcwo-Dss3OPvHUyEzPKO2tLamMEg92kjFQ=mo,"had trouble setting it up, but managed to send my first payment to my girl. I tried a second time, today, and had trouble in sending the amount I wished to. I ended up sending a smaller amount. I had to figure out on my own that payments over a certain amount won't work.",3,0,8.93.1,2025-10-05 20:33:16,,,8.93.1,PayPal,"had trouble setting it up, but managed to send my first payment to my girl. I tried a second time, today, and had trouble in sending the amount I wished to. I ended up sending a smaller amount. I had to figure out on my own that payments over a certain amount wont work.",270,Positive,False
7ba5b2e9-513f-4e72-ab2a-6ef7601caa91,Matto Tumey,https://play-lh.googleusercontent.com/a-/ALV-UjWWBGziUZicAZ2GstqDkLfPHmcBsD7A7RsFE-wbPatKrmOzUyxnVw,"I've had several problems with the PayPal credit section. Can't see almost anything, statements wont open when you download. Now have backed up interest and having to pay 1.99 month for paper statements so I can actually see what is owed and not have extra costs and difficulties. Not well run.",1,0,8.93.1,2025-10-05 20:23:36,,,8.93.1,PayPal,"Ive had several problems with the PayPal credit section. Cant see almost anything, statements wont open when you download. Now have backed up interest and having to pay 1.99 month for paper statements so I can actually see what is owed and not have extra costs and difficulties. Not well run.",292,Positive,False
f757d2b1-6606-4e95-af2f-6e1afea092b1,Dana Giron,https://play-lh.googleusercontent.com/a-/ALV-UjWmzjerD4CG_kuIiFsVMf3P2OOrewh5a78cQLmGK_NDpJa-OAo,So easy to load cash on to my card and send it to my son in another state,5,0,,2025-10-05 20:20:49,,,,PayPal,So easy to load cash on to my card and send it to my son in another state,73,Positive,False
